Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,pdays,Previous,Poutcome,Deposit
31,technician,Single,Tertiary,No,967,No,No,Cellular,21,nov,210,3,-1,0,unknown,No
58,technician,Married,Secondary,No,116,No,No,Unknown,16,jun,580,3,-1,0,unknown,No
48,services,Divorced,Primary,No,2805,No,Yes,Cellular,23,jul,212,2,-1,0,unknown,No
29,services,Married,Secondary,No,1386,Yes,No,Unknown,28,may,166,1,-1,0,unknown,No
57,management,Divorced,Unknown,No,0,No,No,Cellular,27,mar,102,1,-1,0,unknown,No
37,admin.,Married,Secondary,No,0,Yes,No,Cellular,22,jul,185,1,-1,0,unknown,No
53,management,Married,Secondary,No,90,Yes,No,Telephone,20,apr,67,5,-1,0,unknown,No
58,management,Married,Secondary,No,37,No,No,Cellular,18,aug,84,11,-1,0,unknown,No
33,admin.,Married,Secondary,No,7,Yes,No,Cellular,17,apr,612,1,148,1,failure,No
38,management,Married,Tertiary,No,676,No,No,Cellular,15,may,59,3,-1,0,unknown,No
28,blue-collar,Single,Secondary,No,3817,Yes,No,Cellular,4,may,528,3,-1,0,unknown,No
28,admin.,Single,Secondary,No,144,No,Yes,Cellular,8,jul,136,1,-1,0,unknown,No
37,management,Single,Tertiary,No,230,Yes,Yes,Cellular,2,feb,120,2,272,1,failure,No
27,management,Single,Tertiary,Yes,0,Yes,No,Unknown,19,may,352,1,-1,0,unknown,No
36,technician,Married,Tertiary,No,1109,No,No,Cellular,13,aug,328,2,-1,0,unknown,No
53,services,Married,Secondary,No,2925,Yes,No,Unknown,15,may,1392,4,-1,0,unknown,No
26,services,Single,Secondary,No,397,No,No,Cellular,29,jan,268,1,-1,0,unknown,No
59,unemployed,Single,Secondary,No,865,No,No,Cellular,4,feb,1086,1,-1,0,unknown,No
31,technician,Single,Secondary,No,816,No,No,Cellular,9,jun,100,2,-1,0,unknown,No
59,management,Married,Primary,No,396,Yes,No,Unknown,2,jun,72,3,-1,0,unknown,No
40,blue-collar,Divorced,Secondary,No,0,Yes,No,Unknown,6,may,121,2,-1,0,unknown,No
27,technician,Married,Secondary,No,241,No,Yes,Unknown,26,feb,889,1,-1,0,unknown,No
32,services,Married,Secondary,No,243,Yes,Yes,Unknown,6,may,144,1,-1,0,unknown,No
42,entrepreneur,Married,Tertiary,No,233,No,No,Cellular,5,feb,446,1,-1,0,unknown,No
43,services,Married,Secondary,No,43,Yes,No,Cellular,18,may,199,1,-1,0,unknown,No
53,self-employed,Married,Tertiary,No,290,No,Yes,Cellular,24,jul,303,3,-1,0,unknown,No
30,services,Single,Secondary,No,101,Yes,No,Cellular,19,nov,85,2,-1,0,unknown,No
53,admin.,Divorced,Secondary,No,1151,Yes,No,Unknown,5,may,412,1,-1,0,unknown,No
53,technician,Divorced,Secondary,No,45,No,No,Unknown,28,may,171,6,-1,0,unknown,No
57,management,Married,Tertiary,No,1410,Yes,No,Cellular,10,jul,185,1,-1,0,unknown,No
33,technician,Married,Secondary,No,1234,No,No,Telephone,9,nov,61,1,-1,0,unknown,No
38,technician,Married,Secondary,No,2767,Yes,No,Cellular,21,nov,711,2,-1,0,unknown,No
33,student,Single,Unknown,No,5969,No,No,Cellular,30,apr,110,1,83,7,failure,No
42,management,Divorced,Secondary,No,-272,No,No,Cellular,8,jul,186,1,-1,0,unknown,No
32,blue-collar,Single,Secondary,No,1036,Yes,Yes,Unknown,30,may,62,2,-1,0,unknown,No
42,technician,Married,Secondary,No,9324,No,No,Cellular,27,aug,67,4,-1,0,unknown,No
41,technician,Married,Secondary,No,1043,Yes,Yes,Unknown,14,may,225,1,-1,0,unknown,No
35,technician,Married,Tertiary,No,1473,Yes,No,Unknown,12,may,84,3,-1,0,unknown,No
48,entrepreneur,Married,Secondary,No,183,Yes,No,Unknown,3,jun,203,9,-1,0,unknown,No
24,management,Single,Secondary,No,86,No,No,Unknown,2,jun,1075,2,-1,0,unknown,No
59,blue-collar,Married,Secondary,No,0,Yes,No,Unknown,20,may,217,4,-1,0,unknown,No
45,blue-collar,Married,Primary,No,2388,No,No,Cellular,11,aug,317,2,-1,0,unknown,No
39,admin.,Divorced,Secondary,No,160,Yes,No,Cellular,5,aug,156,1,-1,0,unknown,No
46,management,Married,Tertiary,No,385,Yes,No,Unknown,29,may,52,4,-1,0,unknown,No
38,entrepreneur,Married,Tertiary,No,4,Yes,No,Cellular,16,jul,158,1,-1,0,unknown,No
30,management,Single,Tertiary,No,119,No,No,Cellular,28,jan,430,1,-1,0,unknown,No
52,technician,Married,Tertiary,No,0,No,Yes,Cellular,5,aug,409,1,-1,0,unknown,No
42,management,Divorced,Tertiary,No,742,Yes,No,Unknown,5,may,58,3,-1,0,unknown,No
46,self-employed,Divorced,Secondary,No,0,No,No,Unknown,10,aug,6,1,-1,0,unknown,No
33,management,Single,Tertiary,No,1724,No,No,Cellular,3,feb,252,6,-1,0,unknown,No
52,retired,Married,Secondary,No,0,No,No,Cellular,22,aug,351,5,-1,0,unknown,No
49,self-employed,Married,Tertiary,No,503,Yes,No,Cellular,6,feb,310,4,200,1,failure,No
59,management,Single,Tertiary,No,68,Yes,No,Unknown,28,may,176,2,-1,0,unknown,No
58,management,Divorced,Primary,No,5914,No,No,Unknown,17,jun,69,4,-1,0,unknown,No
26,technician,Single,Tertiary,No,192,Yes,No,Unknown,15,may,477,1,-1,0,unknown,No
41,management,Married,Tertiary,No,15,No,No,Unknown,20,jun,13,5,-1,0,unknown,No
41,blue-collar,Married,Secondary,No,2157,Yes,No,Unknown,14,may,154,2,-1,0,unknown,No
39,technician,Married,Secondary,No,3494,Yes,No,Cellular,19,nov,139,1,92,4,failure,No
27,housemaid,Married,Primary,No,275,Yes,No,Cellular,14,may,196,2,-1,0,unknown,No
47,self-employed,Married,Secondary,No,318,No,No,Cellular,21,nov,83,1,-1,0,unknown,No
52,retired,Married,Tertiary,No,350,No,Yes,Cellular,9,jul,156,1,-1,0,unknown,No
37,technician,Married,Secondary,No,588,Yes,No,Cellular,14,aug,65,4,-1,0,unknown,No
38,blue-collar,Married,Secondary,No,2008,Yes,No,Cellular,18,nov,354,1,-1,0,unknown,No
42,technician,Single,Tertiary,No,35,Yes,Yes,Cellular,17,nov,38,1,115,5,other,No
41,technician,Married,Secondary,No,2152,No,No,Cellular,30,sep,134,1,121,1,other,No
46,entrepreneur,Married,Secondary,No,122,No,No,Cellular,6,feb,1047,2,1,7,failure,No
40,services,Divorced,Secondary,No,160,No,No,Cellular,14,jul,123,3,-1,0,unknown,No
41,student,Single,Secondary,No,1934,Yes,No,Cellular,21,nov,162,2,-1,0,unknown,No
60,retired,Married,Tertiary,No,0,Yes,No,Unknown,13,may,34,4,-1,0,unknown,No
59,retired,Married,Unknown,No,613,No,No,Cellular,19,aug,75,2,-1,0,unknown,No
59,retired,Married,Primary,No,574,No,No,Cellular,18,aug,197,6,-1,0,unknown,No
28,blue-collar,Single,Primary,No,0,Yes,Yes,Unknown,3,jun,380,4,-1,0,unknown,No
45,admin.,Single,Secondary,No,341,Yes,Yes,Cellular,5,may,77,2,-1,0,unknown,No
31,blue-collar,Divorced,Primary,No,158,Yes,No,Unknown,28,may,157,1,-1,0,unknown,No
31,unemployed,Single,Tertiary,No,1489,Yes,No,Cellular,3,feb,678,1,-1,0,unknown,No
46,unknown,Married,Unknown,No,2911,No,No,Telephone,7,jul,41,9,-1,0,unknown,No
51,self-employed,Married,Secondary,No,1178,No,No,Cellular,6,aug,530,2,-1,0,unknown,No
37,admin.,Married,Secondary,No,96,No,No,Cellular,5,feb,102,1,182,3,success,No
40,services,Married,Secondary,No,4157,Yes,No,Unknown,15,may,735,1,-1,0,unknown,No
31,blue-collar,Single,Secondary,Yes,-575,Yes,No,Unknown,2,jun,153,9,-1,0,unknown,No
38,blue-collar,Married,Primary,No,3419,Yes,No,Unknown,20,jun,324,5,-1,0,unknown,No
39,technician,Single,Secondary,No,1104,No,No,Cellular,20,nov,333,2,105,2,success,No
29,services,Married,Secondary,No,57,Yes,No,Telephone,21,jul,342,9,-1,0,unknown,No
65,retired,Married,Primary,No,343,No,No,Telephone,5,feb,159,2,-1,0,unknown,No
26,admin.,Single,Secondary,No,-326,Yes,No,Unknown,19,may,128,3,-1,0,unknown,No
44,admin.,Married,Secondary,No,0,No,No,Cellular,31,jul,209,1,-1,0,unknown,No
27,management,Single,Tertiary,No,3104,Yes,No,Unknown,28,may,160,2,-1,0,unknown,No
35,management,Married,Tertiary,No,648,No,No,Cellular,30,jul,674,2,-1,0,unknown,No
36,admin.,Single,Secondary,No,10041,Yes,No,Cellular,20,nov,91,2,184,1,other,No
36,management,Single,Tertiary,Yes,-508,Yes,No,Cellular,17,apr,832,2,-1,0,unknown,No
24,blue-collar,Single,Secondary,No,327,Yes,No,Unknown,28,may,333,2,-1,0,unknown,No
33,management,Single,Tertiary,No,1150,Yes,No,Telephone,12,may,109,2,-1,0,unknown,No
53,management,Single,Tertiary,No,1074,Yes,No,Unknown,15,may,523,2,-1,0,unknown,No
45,services,Married,Secondary,No,27,Yes,Yes,Cellular,31,jul,43,2,-1,0,unknown,No
37,technician,Married,Secondary,No,3720,Yes,No,Cellular,28,jan,561,1,-1,0,unknown,No
60,blue-collar,Divorced,Primary,No,92,Yes,No,Unknown,6,jun,70,3,-1,0,unknown,No
30,management,Single,Tertiary,No,7845,Yes,No,Unknown,3,jun,59,1,-1,0,unknown,No
37,blue-collar,Married,Primary,No,157,Yes,No,Unknown,30,may,833,8,-1,0,unknown,No
34,unemployed,Married,Secondary,No,428,Yes,No,Cellular,7,apr,221,2,267,3,other,No
28,blue-collar,Married,Secondary,No,0,Yes,No,Cellular,15,may,6,4,-1,0,unknown,No
44,technician,Single,Secondary,No,54,No,Yes,Cellular,19,aug,199,2,-1,0,unknown,No
34,management,Married,Tertiary,No,13,Yes,No,Cellular,21,jul,47,1,-1,0,unknown,No
70,retired,Married,Primary,No,3230,No,No,Cellular,24,nov,112,1,-1,0,unknown,No
38,management,Single,Tertiary,No,1637,No,Yes,Cellular,5,aug,231,1,-1,0,unknown,No
32,admin.,Single,Secondary,No,6981,Yes,No,Cellular,2,jun,154,1,194,3,failure,No
39,entrepreneur,Married,Tertiary,Yes,1,Yes,Yes,Unknown,29,may,102,1,-1,0,unknown,No
38,technician,Divorced,Secondary,No,631,Yes,No,Cellular,25,aug,343,2,-1,0,unknown,No
36,housemaid,Divorced,Tertiary,No,7296,Yes,No,Cellular,18,aug,108,6,-1,0,unknown,No
32,blue-collar,Single,Tertiary,No,3014,Yes,No,Cellular,7,may,291,2,-1,0,unknown,No
34,technician,Single,Secondary,No,920,Yes,No,Cellular,29,oct,250,1,342,5,failure,No
49,management,Married,Tertiary,No,735,Yes,No,Unknown,13,may,50,3,-1,0,unknown,No
45,management,Married,Tertiary,No,1300,No,No,Cellular,30,jul,135,3,-1,0,unknown,No
24,admin.,Married,Secondary,No,541,Yes,No,Unknown,5,jun,622,4,-1,0,unknown,No
47,management,Married,Tertiary,No,0,No,No,Cellular,19,aug,213,2,-1,0,unknown,No
36,management,Married,Tertiary,No,1257,No,No,Cellular,8,feb,108,9,101,1,other,No
25,services,Married,Secondary,No,4522,Yes,No,Cellular,18,may,177,4,-1,0,unknown,No
30,admin.,Single,Secondary,No,585,No,Yes,Cellular,2,feb,7,6,-1,0,unknown,No
29,unemployed,Single,Tertiary,No,150,Yes,No,Cellular,5,may,165,1,-1,0,unknown,No
27,services,Married,Secondary,No,202,Yes,No,Telephone,8,jul,212,2,-1,0,unknown,No
57,admin.,Married,Secondary,No,2137,No,No,Telephone,8,jul,132,7,-1,0,unknown,No
38,self-employed,Divorced,Secondary,No,2674,Yes,No,Unknown,19,jun,163,2,-1,0,unknown,No
43,blue-collar,Married,Secondary,No,625,Yes,No,Unknown,30,sep,175,1,-1,0,unknown,No
35,management,Single,Secondary,No,73,Yes,No,Unknown,28,may,79,2,-1,0,unknown,No
38,management,Married,Tertiary,No,2656,No,No,Cellular,8,jul,230,2,-1,0,unknown,No
71,retired,Married,Secondary,No,3,No,No,Cellular,13,aug,1175,3,189,1,other,No
36,blue-collar,Married,Secondary,No,0,No,No,Cellular,15,jul,794,1,-1,0,unknown,No
40,blue-collar,Married,Secondary,No,95,No,Yes,Unknown,20,jun,61,4,-1,0,unknown,No
50,blue-collar,Married,Primary,No,106,No,No,Cellular,12,aug,460,2,-1,0,unknown,No
31,management,Married,Tertiary,No,477,Yes,No,Cellular,21,nov,77,5,-1,0,unknown,No
33,services,Divorced,Secondary,No,1529,Yes,No,Telephone,18,nov,41,1,-1,0,unknown,No
57,technician,Married,Secondary,No,28,Yes,No,Cellular,8,may,163,1,358,1,failure,No
32,services,Single,Tertiary,No,1743,Yes,No,Cellular,1,apr,1156,1,261,3,other,No
52,blue-collar,Married,Primary,No,924,No,No,Cellular,21,aug,93,4,-1,0,unknown,No
30,admin.,Single,Secondary,No,457,No,No,Cellular,27,apr,90,2,-1,0,unknown,No
40,admin.,Married,Secondary,No,0,Yes,No,Cellular,3,feb,561,1,201,1,failure,No
50,admin.,Married,Secondary,No,736,Yes,No,Unknown,14,may,74,1,-1,0,unknown,No
32,management,Married,Tertiary,No,0,No,No,Cellular,29,aug,183,2,-1,0,unknown,No
36,admin.,Single,Secondary,No,787,No,No,Unknown,17,jun,92,1,-1,0,unknown,No
60,admin.,Married,Secondary,No,-396,Yes,No,Cellular,11,may,443,1,350,1,failure,No
48,services,Married,Secondary,No,1573,No,No,Cellular,5,aug,165,1,-1,0,unknown,No
72,retired,Married,Primary,No,0,No,No,Cellular,29,dec,215,2,-1,0,unknown,No
46,blue-collar,Married,Secondary,No,524,Yes,No,Telephone,5,may,15,7,-1,0,unknown,No
45,blue-collar,Married,Primary,No,1558,Yes,No,Cellular,6,may,179,1,-1,0,unknown,No
50,admin.,Married,Secondary,No,159,Yes,No,Unknown,7,may,216,2,-1,0,unknown,No
29,management,Married,Tertiary,Yes,53,Yes,No,Cellular,31,jul,27,17,-1,0,unknown,No
40,management,Single,Unknown,No,838,Yes,No,Unknown,12,may,619,3,-1,0,unknown,No
49,technician,Married,Secondary,No,3144,No,No,Cellular,31,jul,349,2,-1,0,unknown,No
42,services,Married,Secondary,No,737,Yes,No,Unknown,14,may,762,2,-1,0,unknown,No
43,technician,Married,Secondary,No,4056,No,No,Cellular,4,may,13,6,89,2,failure,No
36,admin.,Married,Secondary,No,162,Yes,Yes,Cellular,20,apr,340,2,-1,0,unknown,No
37,technician,Married,Primary,No,0,Yes,No,Unknown,6,may,76,4,-1,0,unknown,No
59,retired,Divorced,Primary,No,217,Yes,No,Unknown,26,may,574,3,-1,0,unknown,No
75,retired,Married,Primary,No,3324,No,No,Cellular,2,feb,149,1,-1,0,unknown,No
53,management,Married,Secondary,No,2895,Yes,No,Unknown,29,may,74,1,-1,0,unknown,No
53,management,Married,Tertiary,No,0,Yes,No,Cellular,14,jul,85,3,-1,0,unknown,No
57,retired,Married,Tertiary,No,11254,No,No,Cellular,30,jul,229,2,-1,0,unknown,No
30,technician,Married,Secondary,No,-280,Yes,No,Cellular,17,apr,609,2,266,2,failure,No
44,services,Married,Secondary,No,808,Yes,No,Unknown,2,jun,67,2,-1,0,unknown,No
51,blue-collar,Married,Primary,No,0,No,No,Unknown,9,jun,166,2,-1,0,unknown,No
30,blue-collar,Married,Secondary,No,246,Yes,No,Cellular,18,nov,166,2,113,5,failure,No
42,blue-collar,Married,Secondary,No,-972,Yes,No,Unknown,29,may,146,1,-1,0,unknown,No
48,blue-collar,Married,Secondary,No,750,No,No,Cellular,5,feb,85,2,8,2,other,No
40,unemployed,Married,Tertiary,No,2430,No,No,Cellular,24,aug,87,2,-1,0,unknown,No
36,technician,Married,Secondary,No,-179,Yes,No,Cellular,17,jul,144,1,-1,0,unknown,No
40,admin.,Married,Secondary,No,1412,No,No,Cellular,31,jul,48,3,-1,0,unknown,No
47,housemaid,Married,Secondary,Yes,-1531,Yes,No,Cellular,31,jul,156,8,-1,0,unknown,No
39,management,Married,Tertiary,No,51,No,No,Cellular,20,aug,140,2,-1,0,unknown,No
41,services,Married,Unknown,No,88,Yes,No,Cellular,11,may,105,1,336,2,failure,No
42,housemaid,Married,Primary,No,-209,No,Yes,Cellular,11,aug,90,2,-1,0,unknown,No
50,housemaid,Single,Secondary,No,799,No,No,Telephone,28,jan,63,1,-1,0,unknown,No
58,retired,Married,Tertiary,No,4048,No,Yes,Cellular,15,jul,270,5,-1,0,unknown,No
70,retired,Married,Secondary,No,1310,No,No,Cellular,15,oct,634,1,-1,0,unknown,No
29,management,Single,Tertiary,No,573,Yes,Yes,Unknown,16,jun,190,4,-1,0,unknown,No
56,management,Married,Tertiary,No,6798,Yes,No,Cellular,17,nov,250,1,-1,0,unknown,No
32,self-employed,Married,Tertiary,No,1214,No,No,Cellular,11,aug,104,2,-1,0,unknown,No
39,technician,Single,Unknown,No,75,No,No,Unknown,6,jun,26,1,-1,0,unknown,No
33,management,Divorced,Tertiary,No,387,No,No,Cellular,6,feb,17,5,-1,0,unknown,No
47,technician,Married,Secondary,No,2246,Yes,No,Cellular,10,jul,330,1,-1,0,unknown,No
39,blue-collar,Divorced,Primary,No,3,No,Yes,Unknown,1,jul,625,1,-1,0,unknown,No
34,technician,Married,Secondary,No,883,No,No,Cellular,14,aug,163,3,-1,0,unknown,No
36,blue-collar,Married,Primary,No,1503,No,No,Cellular,19,nov,138,1,-1,0,unknown,No
40,blue-collar,Married,Primary,No,-322,Yes,Yes,Unknown,6,may,144,1,-1,0,unknown,No
34,technician,Married,Primary,No,1301,No,No,Cellular,2,feb,56,1,-1,0,unknown,No
54,blue-collar,Married,Primary,No,950,Yes,No,Unknown,15,may,285,2,-1,0,unknown,No
36,management,Married,Tertiary,No,2326,Yes,No,Cellular,20,nov,7,5,-1,0,unknown,No
34,blue-collar,Married,Primary,No,-78,Yes,No,Unknown,9,may,198,1,-1,0,unknown,No
50,admin.,Divorced,Secondary,Yes,2405,Yes,No,Cellular,6,may,114,1,287,8,failure,No
48,technician,Divorced,Tertiary,No,113,No,Yes,Cellular,22,jul,38,1,-1,0,unknown,No
35,services,Married,Tertiary,No,4564,No,No,Cellular,18,aug,45,6,-1,0,unknown,No
33,services,Married,Secondary,No,387,Yes,No,Cellular,7,apr,327,2,138,2,failure,No
42,technician,Married,Secondary,No,1865,Yes,No,Unknown,15,may,164,1,-1,0,unknown,No
31,technician,Single,Secondary,No,4105,No,No,Cellular,30,apr,264,1,-1,0,unknown,No
54,blue-collar,Married,Primary,No,258,No,No,Telephone,25,may,86,1,88,1,failure,No
55,management,Married,Primary,No,19,Yes,No,Unknown,16,may,56,3,-1,0,unknown,No
30,management,Single,Tertiary,No,3773,Yes,No,Cellular,9,feb,75,4,258,1,failure,No
30,services,Married,Secondary,No,1808,Yes,No,Cellular,18,may,83,2,-1,0,unknown,No
59,management,Divorced,Tertiary,No,1304,No,No,Unknown,18,jun,220,1,-1,0,unknown,No
50,admin.,Single,Secondary,No,3702,No,No,Cellular,16,oct,109,5,-1,0,unknown,No
59,retired,Married,Secondary,No,163,No,No,Cellular,24,jul,464,1,-1,0,unknown,No
27,services,Single,Secondary,No,-151,No,No,Cellular,8,jul,283,2,-1,0,unknown,No
25,management,Single,Tertiary,No,1602,Yes,No,Cellular,26,may,154,1,-1,0,unknown,No
37,admin.,Married,Secondary,No,1314,Yes,No,Cellular,22,may,74,1,14,9,failure,No
36,technician,Married,Secondary,No,84,Yes,No,Unknown,20,may,67,1,-1,0,unknown,No
56,retired,Married,Primary,No,1906,No,Yes,Unknown,19,jun,45,9,-1,0,unknown,No
52,management,Married,Tertiary,No,291,No,No,Cellular,21,aug,150,3,-1,0,unknown,No
36,services,Divorced,Secondary,No,223,Yes,Yes,Cellular,11,may,80,1,-1,0,unknown,No
30,technician,Married,Secondary,No,207,Yes,No,Unknown,23,may,72,2,-1,0,unknown,No
31,management,Single,Tertiary,No,518,Yes,No,Cellular,18,may,399,1,-1,0,unknown,No
55,retired,Married,Secondary,No,241,Yes,No,Unknown,20,jun,14,6,-1,0,unknown,No
28,admin.,Single,Secondary,No,-126,No,Yes,Cellular,8,jul,360,4,-1,0,unknown,No
44,management,Single,Secondary,No,421,No,Yes,Cellular,5,aug,307,1,-1,0,unknown,No
28,blue-collar,Single,Secondary,No,38,Yes,No,Unknown,23,may,31,1,-1,0,unknown,No
25,technician,Single,Tertiary,No,800,Yes,No,Unknown,13,may,151,4,-1,0,unknown,No
39,admin.,Divorced,Secondary,No,32,No,Yes,Unknown,20,jun,8,10,-1,0,unknown,No
32,management,Married,Secondary,No,1477,Yes,No,Cellular,18,nov,111,1,-1,0,unknown,No
42,blue-collar,Married,Secondary,No,160,Yes,Yes,Unknown,26,jun,190,1,-1,0,unknown,No
31,blue-collar,Single,Secondary,No,4415,Yes,No,Unknown,2,jun,329,1,-1,0,unknown,No
38,technician,Divorced,Secondary,No,-397,Yes,Yes,Cellular,21,jul,91,9,-1,0,unknown,No
30,admin.,Married,Secondary,No,590,No,No,Cellular,11,aug,443,3,-1,0,unknown,No
50,technician,Married,Secondary,No,778,No,No,Cellular,23,jul,16,1,-1,0,unknown,No
50,management,Married,Tertiary,No,19,No,Yes,Cellular,23,jul,205,1,-1,0,unknown,No
47,unemployed,Married,Secondary,Yes,0,No,No,Cellular,18,nov,81,2,-1,0,unknown,No
29,blue-collar,Married,Secondary,No,-28,Yes,No,Unknown,12,may,393,1,-1,0,unknown,No
34,entrepreneur,Married,Secondary,No,3119,Yes,No,Unknown,21,may,250,4,-1,0,unknown,No
54,management,Married,Tertiary,No,122,Yes,No,Cellular,22,jul,126,3,-1,0,unknown,No
43,admin.,Married,Secondary,No,0,No,No,Unknown,20,jun,804,12,-1,0,unknown,No
47,blue-collar,Married,Primary,No,4157,No,No,Unknown,11,jun,90,3,-1,0,unknown,No
55,retired,Married,Secondary,No,102,Yes,No,Unknown,7,may,74,1,-1,0,unknown,No
35,services,Married,Secondary,No,437,Yes,No,Unknown,26,may,240,1,-1,0,unknown,No
32,blue-collar,Married,Secondary,No,1,Yes,No,Cellular,18,nov,77,3,-1,0,unknown,No
49,blue-collar,Married,Primary,Yes,-354,No,Yes,Cellular,7,jul,455,1,-1,0,unknown,No
39,management,Single,Tertiary,No,1234,No,No,Telephone,29,jul,64,4,-1,0,unknown,No
32,technician,Married,Secondary,No,901,Yes,No,Unknown,21,may,102,3,-1,0,unknown,No
49,blue-collar,Married,Primary,No,247,No,Yes,Cellular,22,jul,283,1,-1,0,unknown,No
32,blue-collar,Single,Primary,No,180,Yes,No,Cellular,13,may,804,1,-1,0,unknown,No
47,management,Married,Tertiary,No,274,No,Yes,Cellular,4,feb,313,2,-1,0,unknown,No
42,blue-collar,Single,Primary,No,92,No,No,Cellular,30,jul,86,2,-1,0,unknown,No
52,admin.,Married,Primary,No,813,No,Yes,Cellular,5,aug,113,2,-1,0,unknown,No
31,technician,Single,Secondary,No,1170,Yes,No,Unknown,2,jun,120,2,-1,0,unknown,No
52,blue-collar,Divorced,Primary,Yes,-183,Yes,No,Unknown,6,may,145,1,-1,0,unknown,No
38,management,Married,Tertiary,No,0,No,No,Cellular,28,aug,77,18,-1,0,unknown,No
53,blue-collar,Married,Secondary,No,136,Yes,No,Unknown,15,may,99,1,-1,0,unknown,No
40,technician,Married,Tertiary,No,103,Yes,No,Unknown,8,may,135,2,-1,0,unknown,No
31,admin.,Married,Secondary,No,23,No,No,Cellular,28,aug,322,7,-1,0,unknown,No
53,technician,Married,Unknown,No,2242,No,No,Cellular,10,jul,154,14,-1,0,unknown,No
46,blue-collar,Married,Secondary,No,137,No,No,Unknown,20,jun,252,3,-1,0,unknown,No
49,admin.,Married,Secondary,No,1047,No,No,Cellular,8,aug,133,4,-1,0,unknown,No
34,technician,Single,Secondary,No,5731,Yes,No,Cellular,21,jul,101,3,-1,0,unknown,No
63,entrepreneur,Married,Tertiary,No,2707,No,No,Telephone,16,nov,57,4,-1,0,unknown,No
41,technician,Married,Secondary,No,-329,No,No,Telephone,5,feb,13,8,238,9,other,No
55,blue-collar,Married,Primary,No,158,Yes,No,Unknown,15,may,176,18,-1,0,unknown,No
29,entrepreneur,Single,Tertiary,No,219,Yes,No,Cellular,18,may,76,2,356,1,failure,No
47,blue-collar,Married,Secondary,No,2775,No,No,Unknown,14,may,262,1,-1,0,unknown,No
37,blue-collar,Married,Primary,No,461,Yes,No,Unknown,30,may,272,2,-1,0,unknown,No
38,technician,Single,Secondary,No,145,Yes,No,Unknown,27,may,109,2,-1,0,unknown,No
29,technician,Single,Secondary,No,309,Yes,No,Unknown,13,may,214,1,-1,0,unknown,No
41,management,Married,Primary,No,733,Yes,No,Cellular,7,may,69,1,335,7,failure,No
53,technician,Married,Secondary,No,8417,Yes,No,Unknown,14,may,435,1,-1,0,unknown,No
40,retired,Single,Secondary,No,1400,No,No,Unknown,20,jun,20,7,-1,0,unknown,No
56,services,Divorced,Secondary,No,72,Yes,Yes,Cellular,7,may,263,1,357,4,failure,No
34,management,Single,Tertiary,No,0,Yes,No,Unknown,21,may,759,1,-1,0,unknown,No
28,management,Single,Tertiary,No,9710,No,No,Cellular,14,oct,786,2,-1,0,unknown,No
41,self-employed,Married,Unknown,No,1377,Yes,No,Cellular,15,may,111,4,371,2,other,No
32,unemployed,Married,Unknown,No,881,No,No,Cellular,9,feb,79,5,-1,0,unknown,No
51,blue-collar,Married,Secondary,No,0,Yes,No,Unknown,5,may,173,2,-1,0,unknown,No
33,blue-collar,Married,Secondary,No,285,No,Yes,Unknown,3,jul,267,1,-1,0,unknown,No
34,blue-collar,Single,Secondary,No,550,Yes,No,Cellular,20,apr,90,3,346,1,failure,No
26,unemployed,Married,Secondary,No,285,Yes,No,Cellular,6,may,265,2,342,2,failure,No
31,technician,Married,Secondary,No,-360,Yes,No,Unknown,27,may,93,2,-1,0,unknown,No
39,entrepreneur,Married,Secondary,No,0,No,No,Cellular,21,nov,108,7,-1,0,unknown,No
50,management,Married,Tertiary,Yes,72,No,No,Cellular,22,aug,171,13,-1,0,unknown,No
33,services,Married,Secondary,No,930,No,Yes,Cellular,24,jul,149,2,-1,0,unknown,No
44,technician,Married,Tertiary,No,717,No,No,Cellular,3,jun,150,2,-1,0,unknown,No
38,blue-collar,Married,Secondary,No,67,No,No,Cellular,28,jan,74,1,239,2,failure,No
33,blue-collar,Married,Secondary,No,6227,Yes,No,Unknown,23,may,76,2,-1,0,unknown,No
32,blue-collar,Single,Secondary,No,5252,Yes,No,Unknown,21,may,1162,2,-1,0,unknown,No
33,management,Single,Tertiary,No,561,No,No,Cellular,7,apr,104,1,-1,0,unknown,No
55,technician,Married,Unknown,No,1393,Yes,Yes,Telephone,21,nov,55,5,-1,0,unknown,No
27,blue-collar,Married,Secondary,No,-330,Yes,Yes,Cellular,14,may,88,1,353,2,failure,No
39,management,Divorced,Tertiary,No,3261,Yes,No,Unknown,9,jun,150,17,-1,0,unknown,No
21,services,Single,Secondary,No,361,No,No,Telephone,5,jun,329,1,95,1,other,No
57,blue-collar,Married,Unknown,No,807,Yes,No,Unknown,6,may,211,2,-1,0,unknown,No
29,self-employed,Married,Tertiary,No,2305,No,No,Cellular,27,may,82,2,-1,0,unknown,No
45,admin.,Single,Secondary,No,-11,Yes,No,Cellular,5,may,247,1,-1,0,unknown,No
46,management,Single,Tertiary,No,2223,No,No,Unknown,12,jun,67,3,-1,0,unknown,No
47,admin.,Married,Secondary,No,29,No,Yes,Cellular,22,aug,150,8,-1,0,unknown,No
44,blue-collar,Single,Primary,No,1308,No,Yes,Unknown,19,jun,161,1,-1,0,unknown,No
43,self-employed,Single,Primary,No,1337,Yes,Yes,Cellular,20,nov,632,2,-1,0,unknown,No
